,longitude,latitude,LCOH,Wind turbines,Solar platforms,Electrolyzers,Desalination equipment,Storage volume,Conversion devices,Reconversion devices,Transport medium,FPSO volume,Distance sea
0,6.08,54.550000000000004,5.0547456530589026,43.0,32.0,23.0,23.0,40819.0305463354,9,5.0,Ammonia,414366.55882223987,6784.528239512212
1,6.28,54.550000000000004,5.053284418058135,43.0,32.0,23.0,23.0,40819.0305463354,9,5.0,Ammonia,414366.55882223987,6765.448882388002
2,6.48,54.550000000000004,5.05547244325005,43.0,35.0,23.0,23.0,40819.0305463354,9,5.0,Ammonia,414366.55882223987,6746.380336823886
3,6.680000000000001,54.550000000000004,5.055947421970012,43.0,36.0,23.0,23.0,40819.0305463354,9,5.0,Ammonia,414366.55882223987,6727.322713082764
4,6.880000000000001,54.550000000000004,5.05580690938796,43.0,36.0,23.0,23.0,40819.0305463354,9,5.0,Ammonia,414366.55882223987,6708.276122554637
5,7.08,54.550000000000004,5.047505438448434,43.0,28.0,23.0,23.0,40819.0305463354,9,5.0,Ammonia,414366.55882223987,6689.240677771988
6,7.28,54.550000000000004,5.069861223684798,43.0,48.0,23.0,23.0,40819.0305463354,9,5.0,Ammonia,414366.55882223987,6670.216492425294
7,7.48,54.550000000000004,5.091571490755727,43.0,67.0,23.0,23.0,40819.0305463354,9,5.0,Ammonia,414366.55882223987,6651.203681378791
8,7.680000000000001,54.550000000000004,5.093187731521718,43.0,67.0,23.0,23.0,40819.0305463354,9,5.0,Ammonia,414366.55882223987,6632.202360686423
9,7.880000000000001,54.550000000000004,5.09516287392284,43.0,67.0,23.0,23.0,40819.0305463354,9,5.0,Ammonia,414366.55882223987,6613.212647608014
10,8.08,54.550000000000004,5.1114763960513425,43.0,80.0,23.0,23.0,40819.0305463354,9,5.0,Ammonia,414366.55882223987,6594.2346606256315
11,8.280000000000001,54.550000000000004,5.1538903421369024,44.0,4.0,24.0,24.0,42593.77100487172,9,5.0,Ammonia,432382.49616233725,6575.2685194602
12,8.48,54.550000000000004,5.326406929832479,46.0,-0.0,25.0,24.0,44368.511463408046,9,5.0,Ammonia,450398.43350243464,6556.314345088303
13,8.68,54.550000000000004,5.744251142081564,51.0,13.0,27.0,26.0,47917.99238048069,9,5.0,Ammonia,486430.3081826294,6537.372259759216
14,8.88,54.550000000000004,5.747435293154923,51.0,13.0,27.0,26.0,47917.99238048069,9,5.0,Ammonia,486430.3081826294,6518.44238701219
